bdb_id	strongs	headword	type	entry
a.az.aa		אגר	root	אגר (pay, hire, Ar. Arabic, Aram. אֲגַר, Arabic, As. agâru DlW, Palm. עגר Reck ZMG 1888, 396).
a.az.ab	H0094	אָגוּר		אָגוּר n.pr.m. (perh. hireling; others gatherer) son of יָקֶה, an author of proverbs Pr 30:1.
a.az.ac	H0095	אֲגוֹרָה		[אֲגוֹרָה] n.f. payment אֲגוֹרַת כֶּסֶף 1 S 2:36.
a.az.ad	H0107	אִגֶּ֫רֶת		אִגֶּ֫רֶת n.f. letter, letter-missive (late, prob. loan-word)
a.az.ae		אֲגַרְטָל		אֲגַרְטָל v. גרטל
a.az.af		אֶגְרֹף		אֶגְרֹף v. גרף
a.az.ag		אֵד		אֵד אוֹדוֹת אֹדוֹת v. אוד
a.ba.aa	H0109	אָדַב	root	[אָדַב] vb. grieve; Hiph. Inf. to cause to grieve 1 S 2:33.
a.ba.ab	H0110	אַדְבְּאֵל		אַדְבְּאֵל n.pr.m. 3rd son of Ishmael
a.bb.aa		אדד	root	אדד (? cf. Ar. Arabic strength).
a.bb.ab	H0112	אִדּוֹ		אִדּוֹ n.pr.m. a chief Israelite Ezr 8:17, 17.
a.bb.ac		אֲדַד		אֲדַד v. הדד
a.bb.ad	H0118	אֲדַלְיָא		אֲדַלְיָא n.pr.m. 5th son of Haman Est 9:8 (Pers.?).
a.bc.aa		אדם	root	אדם (cf. As. [adâmu] make, produce (?) Dlw W. & Pr 104).
a.bc.ab	H0121	אָדָם		אָדָם 560 n.m. Gn 1:27 man, mankind a man = human being coll. man, mankind n.pr.m. Adam, first man (without art.) n.pr.loc. city in Jordan valley (as built?)
a.bc.ac	H0128	אֲדָמָה		אֲדָמָה 224 n.f. ground, land (as tilled) ground (as tilled, yielding sustenance) piece of ground, landed property earth as material substance ground as earth's visible surface land, territory, country whole earth, inhabited earth n. pr. loc. city in Naphtali
a.bc.ad	H0126	אַדְמָה		אַדְמָה n.pr.loc. city in Vale of Siddim
a.bc.ae	H0129	אֲדָמִי הַנֶּ֫קֶב		אֲדָמִי הַנֶּ֫קֶב n.pr.loc. pass in Naphtali, Jos 19:33 v. נקב.
a.bd.aa		אדם	root	אדם (Arabic, Arabic tawny, Eth. Ethiopic (only in derivatives), As. adâmu ? DlW; cf. Lag BN28).
a.bd.ab	H0119	אָדֹם		[אָדֹם, אָדֵם] vb. be red Qal ruddy, of Nazirites Pu. Pt. reddened, dyed red Hithp. Impf. redden, grow or look red Hiph. Impf. emit (show) redness
a.bd.ac	H0122	אָדֹם		אָדֹם adj. red.
a.bd.ad	H0124	אֹ֫דֶם		אֹ֫דֶם n.[f.] carnelian (fr. redness; 𝔊 σάρδιον; on format. cf. Lag BN 144) Ex 28:17 39:10 (P) Ez 18:13.
a.bd.ae	H0122	אֱדֹם		אֱדֹם n.[m.] name of a condiment.
a.bd.af	H0123	אֱדוֹם		אֱדוֹם († אֱדֹם Ez 25:11) n.pr.m. Edom coll. Edomites, Idumeans as descend. of Esau land of Edom, Idumaea
a.bd.ag	H0130	אֲדֹמִי		אֲדֹמִי adj.gent. Edomite
a.bd.ah	H0125	אֲדַמְדָּם		אֲדַמְדָּם adj. reddish of leprous sores
a.bd.ai	H0132	אַדְמוֹנִי		אַדְמוֹנִי adj. red, ruddy, of Esau as newborn babe
a.bd.aj		אֲדֻמִּים		אֲדֻמִּים v. מֵעֲלָה sub. עלה
a.bd.ak	H0133	אַדְמָתָא		אַדְמָתָא n.pr.m. a prince of Persia & Media Est 1:14 (cf. Pers. admâta, unrestrained).
a.be.aa		אדן	root	אדן (mng. disputed; (1) cf. As. [adannu] firm, strong; adv. adanniš, strongly, exceedingly DlW > (2) Fü. (a) make firm, fasten (cf. Arabic) whence אֶדֶן; (b) determine, command, rule, whence אָדוֹן; (3) Thes Add., MV al. (a) intr. be under, low, inferior (cf. דּוּן, Arabic), whence אֶדֶן; (b) tr. put under command, rule over (cf. דִּין) whence אָדוֹן; v. also (4) Lag M.i. 102, אָדוֹן fro. Arabic).
a.be.ab	H0134	אֶ֫דֶן		[אֶ֫דֶן] 57 n.m. Ex 26:19 , pedestal pedestals of fine gold pedestals of the earth on wh. its pillars were placed (metal) pedestals, s, or sockets in wh. tenons of planks & pillars of tabernacle were set up; two for each plank & one for each pillar
a.be.ac	H0113	אָדוֹן		אָדוֹן n.m. lord (אֲדֹנִי, אֲדֹנַי, אֲדֹנָי are variations of Mass. pointing to distinguish divine reference fr. human. Pl., with few exc. an intens. pl. of rank; word takes sf. as pl. in all other pers.; so doubtless here. Orig. reading prob. in all cases אֲדֹנַי; אֲדֹנִי now found in J 51 t.)
a.be.ad	H0135	אַדָּן		אַדָּן n.pr.loc. in Babylonia Ezr 2:59 (v. כְּרוּב n.pr.)
a.be.ae	H0114	אַדּוֹן		אַדּוֹן id. [a.be.ad] Ne 7:61.
a.be.af	H0137	אֲדֹנִי־בֶ֫זֶק		אֲדֹנִי־בֶ֫זֶק n.pr.m. (or title) king of Can. city Bezek Ju 1:7; without Maqq. v 5, 6.
a.be.ag	H0139	אֲדֹנִי־צֶ֫דֶק		אֲדֹנִי־צֶ֫דֶק n.pr.m. Canaan. king of Jerusalem
a.be.ah	H0138	אֲדֹנִיָּ֫הוּ		אֲדֹנִיָּ֫הוּ (אֲדֹיִּנָה) n.pr.m. (my Lord is Yahweh) fourth son of David a Levite a chief of the people
a.be.ai	H0140	אֲדֹנִיקָם		אֲדֹנִיקָם n.pr.m. (my lord has risen) head of family
a.be.aj	H0141	אֲדֹנִירָם		אֲדֹנִירָם n.pr.m. (my Lord is exalted) official of Solom.
a.be.ak	H0151	אֲדֹרָם		אֲדֹרָם (contr. or corrupt, cf. foregoing [a.be.aj]) same official, under David, & Rehob.
a.bf.aa	H0142	אָדַר	root	[אָדַר] vb. (poet.) wide, great, (thence) high, noble Niph. Pt. majestic, glorious Hiph. make glorious the teaching
a.bf.ab	H0145	אֶ֫דֶר		אֶ֫דֶר n.[m.] glory, magnificence mantle, cloak (as wide)
a.bf.ac	H0115	אֲדוֹרַ֫יִם		אֲדוֹרַ֫יִם n.pr.loc. (two hills?) city in Judah 2 Ch 11:9
a.bf.ad	H0146	אַדָּר		אַדָּר n.pr.m. (noble?). son of Bela, grandson of Benjm. city in Judah
a.bf.ae	H0117	אַדִּיר		אַדִּיר adj. majestic
a.bf.af	H0155	אַדֶּ֫רֶת		אַדֶּ֫רֶת n.f. glory, cloak glory, magnificence cloak, mantle (wide garment)
a.bf.ag	H0143	אֲדָר		אֲדָר n.pr.[m.] 12th (Babylonian) month = Feb.-Mar.
a.bf.ah	H0152	אַדְרַמֶּ֫לֶךְ		אַדְרַמֶּ֫לֶךְ n.pr.m. (Adar is prince, As. Adar-malik (?)) a god of Sepharvaim parricidal son of Sennacherib
a.bf.ai		אֲדֹרָם		אֲדֹרָם v. אדנירם sub. אדון
a.bf.aj		אֲדַרְכּוֹן		אֲדַרְכּוֹן v. דרכמון
a.bf.ak		אֶדְרְעִי		אֶדְרְעִי v. דרע
a.bg.aa	H0156	אדשׁ	root	אדשׁ only Inf abs. אָדוֹשׁ v. דושׁ
a.bh.aa	H0157	אָהֵב	root	אָהֵב 216 vb. love Qal human love to human object less oft. of appetite love to God esp. Pt. of divine love Niph. Pt. pl. lovely, loveable Pi. friends lovers
a.bh.ab	H0158	אַ֫הַב		[אַ֫הַב] n.[m.] love only pl.
a.bh.ac	H0159	אֹ֫הַב		[אֹ֫הַב] n.[m.] id. [a.bh.ab] = loved object, i.e. the idol worshipped; pl. = amours (carnal sense)
a.bh.ad	H0160	אַהֲבָה		אַהֲבָה n.f. love
a.bi.aa		אהד	root	אהד (= אחד? v. Thes.)
a.bi.ab	H0161	אֹ֫הַד		אֹ֫הַד n.pr.m. son of Simeon Gn 46:10 Ex 6:16.
a.bi.ac	H0164	אֵהוּד		אֵהוּד n.pr.m. a Benjamite, son of Gera, deliverer of Isr. fr. Moab a Benjamite, son of Bilhan
a.bj.aa	H0162	אֲהָהּ	root	אֲהָהּ interj. alas!
a.bj.ab	H0163	אַהֲוָא		אַהֲוָא n.pr.loc. town or district in Babylonia, by which a stream is designated, also the stream
a.bk.aa	H0165	אֱהִי	root	אֱהִי adv. where?
a.bl.aa		אהל	root	אהל (settle down (?), Ar. Arabic be inhabited, cf. As. âlu, settlement, city, maʾâlu, maʾâltu, bed; DlW & Pr 105).
a.bl.ab	H0169	אֹ֫הֶל		אֹ֫הֶל 343 n.m. tent tent of nomad dwelling, habitation the sacred tent used in worship of God
a.bl.ac	H0167	אָהַל		[אָהַל] vb. denom. tent, move tent fr. place to place Pi. Impf. pitch one’s tent like nomad
a.bl.ad	H0170	אָהֳלָה		אָהֳלָה n.pr.f. Ohŏla (she who has a tent, tent-woman, i.e. worshipper at tent-shrine) of Samaria, adulteress with Assyria
a.bl.ae	H0171	אָהֳלִיאָב		אָהֳלִיאָב n.pr.m. Ohŏliab (Father’s tent) chief assistant of Bezalel in construction of tabernacle
a.bl.af	H0172	אָהֳלִיבָה		אָהֳלִיבָה n.pr.f. Ohŏliba (= tent in her) of Jerusalem as adulterous wife of י׳
a.bl.ag	H0173	אָהֳלִיבָמָה		אָהֳלִיבָמָה n.pr. Ohŏlibama (tent of high place) f. wife of Esau m. as Edomite chief
a.bm.aa	H0166	אָהַל	root	[אָהַל] vb. Hiph. be clear, shine
a.bn.aa	H0174	אהל	root	[אהל] n.[m.] odorif. tree, aloe (?)
a.bn.ab	H0175	אַהֲרֹן		אַהֲרֹן 346 n.pr.m. Aaron, elder brother of Moses
a.bo.aa	H0176	אוֹ	root	אוֹ 320 conj. or sometimes implying a preference, nearly or rather introducing a sentence, esp. a particular case under a general principle, or = or if if perchance once, with the juss. = except
a.bo.ab	H0177	אוּאֵל		אוּאֵל n.pr.m. a Judæan (will of God) Ezr 10:34.
a.bp.aa		אוב	root	אוב (meaning? Thes. comp. Ar. Arabic return, Arabic water-carrier; but cf. LagBN90). MV comp. אבב (with conjectural sense) to get meaning have a hollow sound. Deriv. and signif. totally uncertain).
a.bp.ab	H0178	אוֹב		אוֹב n.m. skin-bottle, necromancer, etc. skin-bottle necromancer ghost necromancy
a.bp.ac	H0088	אֹבֹת		אֹבֹת n.pr.loc. (water-skins) station of Isr. in wildern.
a.bq.aa		אוד	root	אוד (be curved, bent, also trans. burden, oppress, cf. Ar. Arabic) 1).
a.bq.ab	H0181	אוּד		אוּד n.m. brand, firebrand (orig. perh. bent stick used to stir fire)
a.bq.ac	H0182	אוֹדָה		[אוֹדָה] n.f. cause (perh. orig. circumstance)
a.bq.ad	H0343	אֵיד		אֵיד n.m. distress, calamity national calam. of Isr. (apostate) of righteous sufferer oft. of wicked
a.bq.ae	H0108	אֵד		אֵד n.m. mist
a.br.aa		אוה	root	אוה 1. Ar. Arabic betake oneself to a place for dwelling, etc.; 2. id., be tenderly inclined.
a.br.ab	H0339	אִי		אִי n.m. Is 20:6 († f. Is 23:2) coast, region
a.br.ac	H0385	אִיתָמָר		אִיתָמָר n.pr.m. ((is) land of palms ?) youngest (4th) son of Aaron
a.bs.aa	H0183	אָוָה	root	[אָוָה] vb. incline, desire Pi. desire Hithp. desire, long for, lust after
a.bs.ab	H0176	אֵו		[אֵו] n.m. אוֹ, Kt Pr 31:4 desire, so Thes MV; but < Qr אֵי q.v.
a.bs.ac	H0185	אַוָּה		[אַוָּה] n.f. desire
a.bs.ad	H0189	אֱוִי		אֱוִי n.pr.m. (desire?) one of five chiefs of Midian Nu 31:8 Jos 13:21.
a.bs.ae	H3970	מַאֲוַי		[מַאֲוַי] n.[m.] desire pl. cstr. מַאֲוַיֵּי רָשָׁע ψ 140:9.
a.bs.af	H8378	תַּאֲוָה		תַּאֲוָה n.f. desire thing desired
a.bt.aa	H0184	אָוָה	root	[אָוָה] vb. sign, mark, describe with a mark only Hithp. mark you out, measure
a.bt.ab	H0226	אוֹת		אוֹת n.m. 79 Ex 4:8 (f. Jos 24:17) sign sign, pledge, token signs, omens promised by prophets as pledges of certain predicted events sign, symbol of prophets signs, miracles, as pledges or attestations of divine presence & interposition signs, memorials sign, pledge of covenant ensigns, standards signs, tokens of changes of weather & times
a.bt.ac	H0186	אוּזַי		אוּזַי n.pr.m. a Judæan, Ne 3:25.
a.bu.aa	H0188	אוֹי	root	אוֹי interj. (onomatop.) woe! an impassioned expression of grief and despair
a.bu.ab	H0190	אוֹיָה		אוֹיָה = אוֹי ψ 120:5 א֣וֹיָה לִּ֭י.
a.bv.aa		אוה	root	אוה (to cry אֹוי, howl cf. Ar. Arabic, to cry Arabic to be assumed prob. as source of two foIl. words).
a.bv.ab	H0338	אִי		[אִי] n.m. jackal (howler)
a.bv.ac	H0344	אַיָּה		אַיָּה n.f. hawk, falcon, kite
a.bv.ad	H0345	אַיָּה		אַיָּה n.pr.m. (falcon) a Horite father of Rizpah
a.bv.ae	H0192	אֱוִיל מְרֹדַךְ		אֱוִיל מְרֹדַךְ n.pr.m. (Bab. Avêl (Amêl) Maruduk, man of Merodach) son & successor of Nebuchadnezzar, king of Babylon, B.C. 562-60, 2 K 25:27 (v. COT) = Je 52:31.
a.bw.aa		אול	root	אול (be foolish, cf. יאל Ar. Arabic grow thick (of fluids)).
a.bw.ab	H0191	אֱוִיל		אֱוִיל 26 adj. foolish
a.bw.ac	H0196	אֱוִלִי		אֱוִלִי adj. id. [a.bw.ab] Zc 11:15.
a.bw.ad	H0200	אִוֶּ֫לֶת		אִוֶּ֫לֶת 25 n.f. folly
a.bx.aa		אול	root	אול, איל (be in front of, precede, lead; v.Thes NöMBA 1880. 774; 8BA 18c2 1175, who comp. Ar. Arabic for Arabic, Targ. אוולא; cf. Sab. אול DHM Epigr. Denkm.33.34; v. on the other hand LagOr ii. p. 3; M i. p. 100 & sub I. אלה infr.)
a.bx.ab	H0193	אוּל		[אוּל] n.[m.] body, belly; sf. אוּלָם (in contempt) ψ 73:4 (lit. their front, prominent part).
a.bx.ac	H0193	אוּל		[אוּל] n.[m.] leading man, noble
a.bx.ad	H0197	אוּלָם		אוּלָם n.m. 1 K 7:8 porch in Solomon’s temple in Sol.’s palace in temple of Ezek.’s vision
a.bx.ae	H0198	אוּלָם		אוּלָם n.pr.m. only geneal.
a.bx.af	H0352	אַ֫יִל		אַ֫יִל 156 n.m. ram (as leader of flock)
a.bx.ag	H0352	אַ֫יִל		אַ֫יִל n.[m.] projecting pillar or pilaster
a.bx.ah	H0352	אַ֫יִל		[אַ֫יִל ?] n.m. leader, chief
a.bx.ai	H0352	אַ֫יִל		[אַ֫יִל ?] n.m. terebinth
a.bx.aj	H0364	אֵיל פָּארָן		אֵיל פָּארָן n.pr.loc. (terebinth of Paran) town & harbor at head of Ælanitic Gulf
a.bx.ak	H0362	אֵילִים		[אֵילִים], alw. אֵילִם n.pr.loc. (= place of terebinths or other great trees) 2nd station of Isr. in desert after passing sea
a.bx.al	H0424	אֵלָה		אֵלָה n.f. terebinth
a.bx.am	H0425	אֵלָה		אֵלָה n.pr.m. (terebinth) a chief of Edom son of Baasha father of Hoshea who was last king of Isr. a son of Caleb a son of Uzzi
a.bx.an	H0436	אֵלוֹן		אֵלוֹן n.[f.] terebinth
a.bx.ao	H0356	אֵלוֹן		אֵלוֹן n.pr.m. son of Zebulun a Hittite, father-in-law of Esau a judge of Isr., of tribe of Zeb. n.pr.loc. a town of Dan
a.bx.ap	H0440	אֵלֹנִי		אֵלֹנִי adj.gent. of אֵלוֹן 1. (as n. coll.) Nu 26:26.
a.bx.aq	H0359	אֵילַת		אֵילַת n.pr.loc. (lofty tree(s coll.?) i.e. palms?) town & harbor, N.E. arm of Red Sea
a.bx.ar	H0359	אֵילוֹת		אֵילוֹת n.pr.loc. id. [a.bx.aq] (grove of lofty trees)
a.bx.as	H0361	אֵילָם		[אֵילָם] n.m. porch
a.bx.at	H0354	אַיָּל		אַיָּל n.[m.] (f. ψ 42:2) hart, stag, deer
a.bx.au	H0355	אַיָּלָה		אַיָּלָה n.f. hind, doe
a.bx.av	H0357	אַיָּלוֹן		אַיָּלוֹן n.pr.loc. (Deer-field) Aijalon city in Dan city in Zebulun
a.bx.aw	H0195	אוּלַי		[אוּלַי] n.pr.fl. Ulai, Eulaeus, river of Elam
a.by.aa	H0194	אוּלַי	root	אוּלַי 44 and (Gn 24:39) אֻלַי adv. peradventure, perhaps; usually expressing a hope followed by another clause, it expresses virtually the protasis = if peradventure unless
a.by.ab		אוּלָם		אוּלָם sub. אול
a.bz.aa	H0199	אוּלָם	root	אוּלָם adv. but, but indeed, a strong adversative
a.ca.aa		און	root	און (cf. Ar. Arabic (med. Arabic) be fatigued, tired, Arabic, weariness, sorrow, trouble).
a.ca.ab	H0206	אָ֫וֶן		אָ֫וֶן 85 n.m. trouble, sorrow, wickedness trouble, sorrow idolatry trouble of iniquity, wickedness
a.ca.ac	H8383	תְּאֻנִים		תְּאֻנִים n.[m.] toil
a.cb.aa		און	root	און (cf. Ar. Arabic (med. Arabic) be at rest, at ease, enjoy life of plenty; Arabic one enjoying a life of ease, freedom from toil & trouble).
a.cb.ab	H0202	אוֹן		אוֹן n.m. vigour, wealth manly vigor strength wealth
a.cb.ac	H0203	אוֹן		אוֹן n.pr.m. (vigour) a chief of tribe of Reuben Nu 16:1.
a.cb.ad	H0207	אוֹנוֹ		אוֹנוֹ n.pr.loc. (vigorous, for אונון) city in Benjamin
a.cb.ae	H0208	אוֹנָם		אוֹנָם n.pr.m. (vigorous) chief of Horites chief of tribe of Judah
a.cb.af	H0209	אוֹנָן		אוֹנָן n.pr.m. (vigorous) son of Judah
a.cb.ag		אוֹן		אוֹן v. אֹן
a.cb.ah		אוניות		אוניות v. אֳנִי sub. אנה
a.cb.ai	H0210	אוּפָז		אוּפָז (n.pr.loc. unknown & dub.) whence came gold; but 𝔊 δόκιμος
a.cb.aj	H0211	אוֹפִיר		אוֹפִיר n.pr. Ophir n.pr.m. 11th son of Joktan n.pr.loc. (land or city S. or SE. fr. Palestine) place whither Sol.’s ships went fr. Ezion Geber, bringing thence gold characteristic of fine gold (poet. & late) hence for fine gold itself
a.cc.aa	H0213	אוּץ	root	[אוּץ] vb. press, be pressed, make haste Qal press, hasten (intr.) be pressed, confined, narrow hasten, make haste Hiph. hasten
a.cd.aa	H0215	אוֹר	root	[אוֹר] 43 vb. be or become light Qal;—become light, shine of sun (esp. in early morn.) Niph.—become lighted up of day-break Hiph.— give light, of sun, moon & stars light up, cause to shine, shine light a lamp lighten, of the eyes make shine, of face of God
a.cd.ab	H0216	אוֹר		אוֹר 121 n.m. light light as diffused in nature, light of day morning light, dawn light of the heavenly luminaries daylight lightning light of lamp light of life light of prosperity light of instruction light of face Yahweh
a.cd.ac	H0219	אוֹרָה		אוֹרָה n.f. light light light of joy & happiness
a.cd.ad	H0219	אוֹרָה		[אוֹרָה] n.f. herb.
a.cd.ae	H0217	אוּר		אוּר n.m. flame.
a.cd.af	H0217	אֻרִים		אֻרִים n.[m.]pl. region of light, East Is 24:15
a.cd.ag	H0224	אוּרִים		אוּרִים n.m. Urim
a.cd.ah	H0218	אוּר		אוּר n.pr.m. (flame) father of one of David's heroes 1 Ch 11:35
a.cd.ai	H0221	אוּרִי		אוּרִי n.pr.m. (fiery, or contr. for אוּרִיָּה) prince of Judah a porter father of an officer of Solomon
a.cd.aj	H0222	אוּרִיאֵל		אוּרִיאֵל n.pr.m. (flame of Ēl or my light is Ēl) chief of Levit. line of Kohath, in time of David maternal grandfather of Abijah
a.cd.ak	H0223	אוּרִיָּה		אוּרִיָּה n.pr.m. (flame of Yah or my light is Yah v. יָהּ). Hittite husband of Bathsheba priest in reign of Ahaz priest in time of Nehemiah
a.cd.al	H0223	אוּרִיָּ֫הוּ		אוּרִיָּ֫הוּ n.pr.m. (flame of Yahweh or my light is Yahweh v. יהוה) a prophet slain by Jehoiakim Je 26:20.
a.cd.am	H2971	יָאִיר		יָאִיר n.pr.m. (he enlightens, or one giving light) son of Manasseh a judge in Gilead father of Mordecai
a.cd.an	H2972	יָאִירִי		יָאִירִי adj.gent. Jairite 2 S 20:26.
a.cd.ao	H3974	מָאוֹר		מָאוֹר n.m. luminary
a.cd.ap	H3975	מְאוּרָה		[מְאוּרָה] n.f. light-hole
a.cd.aq	H0218	אוּר		אוּר n.pr.loc. Ur, ancient city in Southern Babylonia
a.cd.ar		אֲוֵרוֹת		אֲוֵרוֹת v. אֻרְיָּה sub. ארה
a.cd.as		אֲוַרְנָה		אֲוַרְנָה v. אֲרַוְנָה
a.ce.aa	H0225	אוּת	root	[אוּת] vb. only Niph. Impf. consent, agree
a.ce.ab		אוֹת		אוֹת v. אוה
a.ce.ac	H0227	אָז		אָז adv. at that time, then whether expressing duration, or inception (= thereupon). strictly temporal expressing logical sequence strictly
a.ce.ad	H0227	מֵאָז		מֵאָז lit. from that time
a.ce.ae	H0233	אֲזַי		אֲזַי = אָז (prob. a dialectic form) then, in that case
a.ce.af	H0229	אֶזְבָּ֑י		אֶזְבָּ֑י n.pr.m. father of one of David’s men 1 Ch 11:37
a.ce.ag	H0231	אֵזוֹב		אֵזוֹב n.m. hyssop
a.ce.ah		אֵזְכָּרָה		אֵזְכָּרָה v. זכר
a.cf.aa	H0235	אָזַל	root	אָזַל vb. go (mostly poet.) Qal go away; go about; be gone, exhausted, used up Pu. yarn, spin
a.cf.ab	H0237	אֶזֶל		[אֶזֶל] onlyהָאָ֑זֶל 1 S 20:19 rd. הַלָּ(א)ז q.v.
a.cf.ac	H0187	אוּזָל		אוּזָל n.pr.m. 6th son of Joktan
a.cg.aa		אזן	root	אזן (pointed, sharp? cf. Eth. Ethiopic edge, corner, peak, pinnacle; v. also As. DlW, & אָזֵן infr.)
a.cg.ab	H0241	אֹ֫זֶן		אֹ֫זֶן 188 n.f. Ex 29:20 ear ear, as part of body especially as organ of hearing open ears of, reveal to
a.cg.ac	H0238	אָזַן		[אָזַן] 42 vb. denom. Hiph. give ear, listen, hear hear, perceive by the ear of God, listening (with favour) to prayer
a.cg.ad	H0240	אָזֵן		[אָזֵן] n.[m.]coll. implements, tools
a.cg.ae	H0244	אָזְנִי		אָזְנִי n.pr.m. a son of Gad Nu 26:16 (my hearing, or my ear? Gn 46:16 אֶצְבּוֹן q.v.)
a.cg.af	H0244	אָזְנִי		אָזְנִי adj.gent. fr. same, הָאָזְנִי Nu 26:16.
a.cg.ag	H0245	אֲזַנְיָ֫הוּ		אֲזַנְיָ֫הוּ n.pr.m. (Yahweh hath heard) father of Jeshua, a Levite Ne 10:10.
a.cg.ah	H0243	אַזְנוֹת תָּבוֹר		אַזְנוֹת תָּבוֹר n.pr.loc. (peaks of Tabor? pl.) Jos 19:34 place in Naphtali cf. Di.
a.cg.ai	H2970	יַאֲזַנְיָ֫הוּ		יַאֲזַנְיָ֫הוּ n.pr.m. (Yahweh heareth) a Judæan an elder of Isr., son of Shaphan son of Jeremiah a leading Judæan, son of Azur a leading Judæan
a.ch.aa	H0239	אָזַן	root	[אָזַן] vb. only Pi. Pf. weigh, test, prove
a.ch.ab	H3976	מאזן		[מאזן] n.[m.]du. balances, scales
a.ch.ac	H0242	אֻזֵּן שֶׁאֱרָה		אֻזֵּן שֶׁאֱרָה n.pr.loc. (portion—weighed & measured—of She’ĕra, Blau ZMG 1873, 296), place built by שׁ׳, daughter of Ephraim 1 Ch 7:24.
a.ch.ad		אֲזִקִּים		אֲזִקִּים v. זקק
a.ci.aa	H0247	אָזַר	root	[אָזַר] vb. gird, encompass, equip Qal gird, gird on Niph. girded with might Pi. gird Hithp. gird oneself
a.ci.ab	H0232	אֵזוֹר		אֵזוֹר n.m. waistcloth
a.ci.ac		אֶזְרוֹעַ		אֶזְרוֹעַ v. זרע
a.ci.ad		אֶזְרָח		אֶזְרָח v. זרח
a.ci.ae		אֹחַ		אֹחַ v. אחת
a.ci.af		אָח		אָח אַחְאָב אֶחָב אַחְבָּן v. אחה
a.ci.ag		אָח		אָח v. אחח
a.ci.ah	H0253	אָח		אָח interj. (onomatop.) ah! alas! Ez 6:11 21:20.
a.ci.ai	H0305	אַחְלַי		אַחְלַי ψ 119:5 and אַחֲלֵי 2 K 5:3 ah that! (𝔊 ὄφελον).
a.ci.aj		אָחַד		אָחַד v. יחד v. חדד
a.cj.aa	H0259	אֶחָד	root	אֶחָד 972 adj.num. one one = each, every = a certain = indef. art. only, & (fem.) once one … another, one … the other as ordinal first in combin.
